"Date","Time","Sky Condition (label)","Sky Condition","Precip Type (label)","Precip Type","Precip Rate (label)","Precip Rate","Grain Form (label)","Grain Form","Grain Size (mm)","HN24","H24W in Tube","H Tube Sample","H24W Can","Density p (kg/m3)","Density (%)","HST","HS","Settlement/Melt","Temp Surface","Temp 10cm","Temp 20cm","Temp Current","Temp Max","Temp Min","Wind Direction","Wind Speed (label)","Wind Speed","Observers Name","Comments","User ID","Timestamp","Last Updated","Created By","Updated By","Draft","IP","ID","Key"
"2019-03-23","05:30","Overcast","OVC","Snow","SN","Moderate snowfall","S2","Needles","nd","1","32","40.0","","23.8","125","13","NC","225","","-4.5","-4.0","-4.0","-4.0","-1.0","-4.5","","","","CW","Also 1.0 mm CL, 1.5 mm GP, and IR
Precip. can might have measuring error.","","2019-03-23 06:38:03","2019-03-23 06:38:03","fongemie","","0","72.45.182.26","4255","hoi1d"
"2019-03-24","05:35","Clear","CLR","No precipitation","NO","","","","","","6","12.0","","1.8","218","22","36","230","1","-7.0","-6.0","-5.0","-6.0","-2.0","-9.0","","","","CW","HN24 heavily wind affected.","","2019-03-24 06:31:08","2019-03-24 06:31:08","fongemie","","0","72.45.182.26","4256","sai1t"
"2019-03-25","05:40","Overcast","OVC","Snow","SN","Very light snowfall","S-1","Irregular crystals","ir","0.5-1","3","2.0","","1.6","80","8","NC","228","5","-10.0","-5.5","-5.0","-10.0","4.5","-10.0","","","","CW","","","2019-03-25 06:25:47","2019-03-25 06:25:47","fongemie","","0","72.45.182.26","4257","b0d53"
"2019-03-26","06:27","Clear","CLR","No precipitation","NO","","","","","","0","","","0","","","0","225","3","-13.0","-10.0","-7.0","-11.5","-1.5","-11.5","","","","CW","","","2019-03-26 06:28:36","2019-03-26 06:28:36","fongemie","","0","72.45.182.26","4258","nwmrc"
"2019-03-27","05:35","Clear","CLR","No precipitation","NO","","","","","","0","","","0","","","0","222","3","-14.0","-10.0","-8.0","-12.5","-0.5","-12.5","","","","CW","","","2019-03-27 06:22:16","2019-03-27 06:22:16","fongemie","","0","72.45.182.26","4259","mce6f"
"2019-03-28","05:35","Few","FEW","No precipitation","NO","","","","","","0","","","0","","","0","220","2","-3.5","-6.0","-6.0","-1.0","8.5","-13.0","","","","CW","","","2019-03-28 06:20:19","2019-03-28 06:20:19","fongemie","","0","72.45.182.26","4260","svgcc"
"2019-03-29","05:35","Overcast","OVC","No precipitation","NO","","","","","","0","","","1.4","","","0","218","2","-1.0","0.0","-1.0","2.5","9.5","","","","","CW","Tmin probably not reset (read -13.0)","","2019-03-29 06:21:40","2019-03-29 06:21:40","fongemie","","0","71.255.134.162","4261","9dy2u"
"2019-03-30","05:30","Broken","BKN","No precipitation","NO","","","","","","0","","","1.2","","","0","214","4","0.0","-0.5","-1.0","1.0","5.0","-2.5","","","","CW","","","2019-03-30 06:19:59","2019-03-30 06:19:59","fongemie","","0","72.45.182.26","4262","noy00"
"2019-03-31","05:35","Overcast","OVC","No precipitation","NO","","","","","","0","","","0.0","","0.0","0","206","8","0.0","0.0","0.0","5.5","7.0","0.0","","","","CW","","","2019-03-31 06:22:18","2019-03-31 06:22:18","fongemie","","0","71.255.134.162","4263","b47jk"
"2019-04-01","05:35","Overcast","OVC","Snow","SN","Very light snowfall","S-1","Irregular crystals","ir","1","T","","","13.8","","","NC","200","6","-8.0","-3.0","0.0","-8.5","6.0","-8.5","","","","CW","","","2019-04-01 06:23:59","2019-04-01 06:23:59","fongemie","","0","71.255.134.162","4264","8p11s"
"2019-04-02","06:09","Clear","CLR","No precipitation","NO","","","","","","1","","","T","","0.0","1","200","0","-9.5","-6.0","-3.5","-7.5","-7.5","-9.0","","","","CW","","","2019-04-02 06:22:13","2019-04-02 06:22:13","fongemie","","0","72.45.182.26","4265","ly4bn"
"2019-04-03","05:35","Overcast","OVC","Snow","SN","Very light snowfall","S-1","Irregular crystals","ir","0.5","T","","","T","","0.0","NC","198","2","-3.5","-2.5","-2.0","-4.0","7.5","-7.5","","","","CW","","","2019-04-03 06:20:56","2019-04-03 06:20:56","fongemie","","0","72.45.182.26","4266","jphoe"
"2019-04-04","05:40","Broken","BKN","No precipitation","NO","","","","","","T","","","0.5","","0.0","T","198","0","-8.5","-5.5","-3.0","-8.5","7.5","-8.5","","","","CW","","","2019-04-04 06:28:33","2019-04-04 06:28:33","fongemie","","0","72.45.182.26","4267","ix7di"
"2019-03-16","05:35","Scattered","SCT","No precipitation","NO","","","","","","0","","","T","","","0","196","10","-1.0","0.0","0.0","-1.0","10.5","-1.5","","","","CW","","","2019-03-16 06:22:04","2019-03-16 06:22:04","fongemie","","0","72.45.182.26","4268","pyaqt"
"2019-04-05","05:35","Clear","CLR","No precipitation","NO","","","","","","0","","","0","","0.0","0","198","0","-11.0","-8.5","-7.0","-9.0","-3.5","-11.0","","","","CW","","","2019-04-05 06:49:40","2019-04-05 06:49:40","fongemie","","0","72.45.182.26","4269","gz7t5"
"2019-04-06","05:21","Overcast","OVC","Mixed rain and snow","RS","Very light snowfall","S-1","Graupel","gp","1-1.5","3","4.0","","4.0","160","16","NC","199","2","0.0","-1.0","-1.5","0.5","6.0","-11.0","","","","CW","Also 2 mm rST and 1 mm CL","","2019-04-06 06:22:28","2019-04-06 06:22:28","fongemie","","0","72.45.182.26","4270","coci0"
"2019-04-07","05:35","Scattered","SCT","No precipitation","NO","","","","","","0","","","T","","","T","196","3","0.0","0.0","0.0","1.0","2.5","-1.5","","","","CW","","","2019-04-07 06:20:06","2019-04-07 06:20:06","fongemie","","0","72.45.182.26","4271","jfzrn"
"2019-12-03","06:20","Overcast","OVC","Snow","SN","Very light snowfall","S-1","Irregular crystals","ir","1","2","","","1.6","","","NC","48","","-4.5","-4.0","-3.5","-4.0","-3.0","-7.0","","","","CW","","","2019-12-03 13:17:11","2019-12-03 13:17:11","fongemie","","0","72.45.182.30","4272","oq6q9"
"2019-12-04","06:20","Overcast","OVC","No precipitation","NO","","","","","","5","5.5","","4.0","","","7","50","","-6.0","-4.5","-4.0","-6.0","-2.0","-8.0","","","","CW","","","2019-12-04 07:21:31","2019-12-04 07:21:31","fongemie","","0","216.107.219.202","4273","nctjp"
"2019-12-05","06:25","Overcast","OVC","No precipitation","NO","","","","","","T","","","T","","","T","50","0","-5.0","-4.0","-3.0","-5.0","-2.0","-7.0","","","","CW","","","2019-12-05 07:25:29","2019-12-05 07:25:29","fongemie","","0","216.107.219.202","4274","ihzd"
"2019-12-06","06:20","Few","FEW","No precipitation","NO","","","","","","7","6.0","","4.8","","","7","55","2","-10.0","-7.5","-5.0","-9.0","-4.5","-11.5","","","","CW","","","2019-12-06 07:27:37","2019-12-06 07:27:37","fongemie","","0","72.45.182.30","4275","xle07"
"2019-12-07","06:25","Few","FEW","No precipitation","NO","","","","","","7","3.0","","2.6","","","7","60","2","-13.5","-10.5","-7.0","-13.0","-5.5","-13.0","","","","CW","","","2019-12-07 07:18:14","2019-12-07 07:18:47","fongemie","","0","72.45.182.30","4276","jzkyn"
"2019-12-08","06:25","Clear","CLR","No precipitation","NO","","","","","","2","","","0.6","","","2","58","4","-14.0","-9.0","-6.0","-12.0","-8.5","-13.5","","","","CW","","","2019-12-08 07:36:43","2019-12-08 07:36:43","fongemie","","0","216.107.219.202","4277","e7hmx"
"2019-12-09","06:20","Overcast","OVC","No precipitation","NO","","","","","","2","3.0","","2.8","","","2","56","4","0.0","-1.5","-2.0","0.0","1.0","-12.0","","","","CW","","","2019-12-09 07:22:44","2019-12-09 07:22:44","fongemie","","0","216.107.219.202","4278","bwgx7"
"2019-12-10","06:56","Overcast","OVC","No precipitation","NO","","","","","","0","0.0","0.0","21.8","","0.0","0","46","10","0.0","0.0","0.0","2.5","4.5","-0.5","","","","CW","","","2019-12-10 08:00:58","2019-12-10 08:01:27","fongemie","","0","216.107.219.202","4279","g73wl"
"2019-12-11","06:25","Overcast","OVC","No precipitation","NO","","","","","","1","","","11.6","","0.0","1","41","5","-8.5","-4.5","-1.0","-10.0","4.5","-10.0","","","","CW","","","2019-12-11 09:13:10","2019-12-11 09:13:10","fongemie","","0","216.107.219.202","4280","a933a"
"2019-12-12","06:30","Overcast","OVC","No precipitation","NO","","","","","","1","","","0.4","","0.0","1","42","","-12.5","-8.0","-6.0","-14.0","-8.0","-14.5","","","","CW","","","2019-12-12 07:21:30","2019-12-12 07:21:30","fongemie","","0","216.107.219.202","4281","vir7t"
"2019-12-13","06:25","Clear","CLR","No precipitation","NO","","","","","","0","0.0","0.0","0.0","","0.0","0","41","","-8.0","-7.0","-5.0","-6.0","-5.0","-14.0","","","","CW","","","2019-12-13 07:25:55","2019-12-13 07:25:55","fongemie","","0","216.107.219.202","4282","56vag"
"2019-12-14","06:25","Overcast","OVC","Rain","RA","Moderate Rain","RM","","","","T","","","23.8","","","NC","41","","0.0","0.0","0.0","2.0","2.0","-8.0","","","","CW","","","2019-12-14 14:29:32","2019-12-14 14:29:32","fongemie","","0","72.45.182.30","4283","wct1j"
"2019-12-15","06:25","Overcast","OVC","Snow","SN","Very light snowfall","S-1","Graupel","gp","1-2","T","","","36.4","","","NC","37","4","-2.5","-0.5","0.0","-3.0","7.0","-3.5","","","","CW","","","2019-12-15 08:37:11","2019-12-15 08:37:11","fongemie","","0","216.107.219.202","4284","m0gl5"
"2019-12-16","06:25","Few","FEW","No precipitation","NO","","","","","","4","4.0","","5.2","","","6","39","2","-15.0","-4.0","-2.0","-14.0","-2.5","-14.5","","","","CW","HN24 wind affected.","","2019-12-16 07:19:23","2019-12-16 07:19:23","fongemie","","0","72.45.182.30","4285","7ofmb"
"2019-12-17","06:25","Broken","BKN","No precipitation","NO","","","","","","0","","","0","","","0","39","0","-9.0","-4.0","-3.5","-9.5","-3.5","-14.5","","","","CW","","","2019-12-17 07:25:21","2019-12-17 07:25:21","fongemie","","0","216.107.219.202","4286","ku0xv"
"2019-12-18","06:25","Overcast","OVC","Snow","SN","Very light snowfall","S-1","Stellars and dendrites","sd","1-3","10","7.0","","6.8","","","NC","46","3","-8.0","-6.0","-4.0","-9.5","-6.0","-10.0","","","","CW","","","2019-12-18 07:41:07","2019-12-18 07:41:07","fongemie","","0","216.107.219.202","4287","2fpkj"
"2019-12-19","06:25","Broken","BKN","No precipitation","NO","","","","","","16","12.5","","9.2","","","23","59","3","-18.0","-13.5","-9.5","-17.5","-6.0","-19.0","","","","CW","","","2019-12-19 07:44:40","2019-12-19 07:44:40","fongemie","","0","216.107.219.202","4288","5wc6z"
"2019-12-31","06:25","Overcast","OVC","Snow","SN","Moderate snowfall","S2","Needles","nd","1.5-2.5","20","35.0","","33.4","","","NC","66","3","-4.0","-5.0","-4.5","-4.5","-4.0","-9.0","","","","CW","","","2020-01-01 07:23:09","2020-01-01 07:23:09","fongemie","","0","216.107.219.202","4289","64s0q"
"2020-01-01","06:30","Overcast","OVC","Snow","SN","Light snowfall","S1","Stellars and dendrites","sd","1-1.5","9","10.5","","9.2","","","NC","73","2","-6.0","-4.5","-3.5","-7.0","-0.5","-7.0","","","","CW","","","2020-01-01 07:49:14","2020-01-01 07:49:14","fongemie","","0","216.107.219.202","4290","lwnmy"
"2020-01-02","06:25","Broken","BKN","No precipitation","NO","","","","","","10","13.0","","9.2","","","38","78","5","-7.5","-5.5","-4.0","-7.5","-6.0","-8.0","","","","CW","","","2020-01-02 08:59:06","2020-01-02 08:59:06","fongemie","","0","72.45.182.30","4291","sna8t"
"2020-01-03","06:30","Overcast","OVC","No precipitation","NO","","","","","","T","","","T","","","T","76","2","-1.0","-2.0","-2.0","0.5","2.5","-8.0","","","","CW","","","2020-01-03 07:23:33","2020-01-03 07:23:33","fongemie","","0","216.107.219.202","4292","z521e"
"2020-01-04","06:25","Overcast","OVC","No precipitation","NO","","","","","","0","","","0","","","0","72","4","-1.5","-1.0","-1.0","-1.5","3.5","-2.0","","","","CW","","","2020-01-04 07:18:40","2020-01-04 07:18:40","fongemie","","0","216.107.219.202","4293","rov8t"
"2020-01-05","06:25","Overcast","OVC","Snow","SN","Very light snowfall","S-1","Irregular crystals","ir","0.5","4","4.0","","4.6","","","NC","76","0","-7.5","-3.0","-2.0","-8.0","0.0","-8.5","","","","CW","","","2020-01-05 07:22:59","2020-01-05 07:22:59","fongemie","","0","216.107.219.202","4294","oc4qs"
"2020-01-06","06:30","Scattered","SCT","No precipitation","NO","","","","","","1","","","0.4","","","5","76","1","-13.0","-8.0","-5.5","-12.0","-7.0","-15.0","","","","CW","","","2020-01-06 07:23:26","2020-01-06 07:23:26","fongemie","","0","216.107.219.202","4295","5eghh"
"2020-01-07","06:25","Overcast","OVC","Snow","SN","Very light snowfall","S-1","","","","6","4.0","5.5","2.8","","73","NC","80","","-9.5","-7.0","-6.5","-10.0","-6.0","-12.5","","","","CW","","","2020-01-07 07:44:18","2020-01-07 07:44:18","fongemie","","0","72.45.182.30","4296","mtuvl"
"2020-01-08","06:25","Overcast","OVC","Snow","SN","Very light snowfall","S-1","Irregular crystals","ir","1-1.5","3","","2.0","1.8","","","NC","82","","-8.5","-7.0","-5.5","-8.5","-5.0","-10.0","","","","CW","","","2020-01-08 07:21:58","2020-01-08 07:21:58","fongemie","","0","216.107.219.202","4297","1t2k8"
"2019-12-20","06:25","Clear","CLR","No precipitation","NO","","","","","","2","","","2.0","","","2","57","2","-10.0","-9.0","-7.0","-8.5","-8.0","-21.0","","","","CW","","","2019-12-20 07:23:40","2019-12-20 07:23:40","fongemie","","0","216.107.219.202","4298","gsykp"
"2019-12-21","06:30","Clear","CLR","No precipitation","NO","","","","","","0","","","0","","","0","55","2","-9.5","-8.5","-5.5","-10.5","-4.0","-13.5","","","","CW","","","2019-12-21 07:17:35","2019-12-21 07:17:35","fongemie","","0","216.107.219.202","4299","70vco"
"2019-12-22","06:25","Overcast","OVC","No precipitation","NO","","","","","","0","","","0","","0.0","0","51","4","-3.0","-4.0","-3.5","-1.0","-1.0","-11.0","","","","CW","","","2019-12-22 07:20:45","2019-12-22 07:20:45","fongemie","","0","216.107.219.202","4300","z2uly"
"2019-12-23","06:25","Clear","CLR","No precipitation","NO","","","","","","0","","","0","","","0","49","2","-1.0","-1.5","-1.5","2.0","3.0","-2.0","","","","CW","","","2019-12-23 07:18:13","2019-12-23 07:18:13","fongemie","","0","72.45.182.30","4301","1l53"
"2019-12-24","06:25","Clear","CLR","No precipitation","NO","","","","","","T","","","T","","0.0","T","47","2","-5.0","-3.0","-1.5","-2.5","6.5","-6.5","","","","CW","","","2019-12-24 07:30:54","2019-12-24 07:30:54","fongemie","","0","216.107.219.202","4302","974sm"
"2019-12-25","06:30","Few","FEW","No precipitation","NO","","","","","","0","0.0","0.0","0.0","","0.0","0","47","0","-8.5","-5.0","-3.0","-8.0","0.5","-8.5","","","","CW","","","2019-12-25 07:26:46","2019-12-25 07:26:46","fongemie","","0","216.107.219.202","4303","yuke7"
"2019-12-26","06:25","Clear","CLR","No precipitation","NO","","","","","","0","0.0","0.0","0.0","","0.0","0","47","0","-9.0","-5.0","-3.0","-8.0","-1.0","-8.5","","","","CW","","","2019-12-26 07:56:31","2019-12-26 07:56:31","fongemie","","0","72.45.182.30","4304","n0mjq"
"2019-12-27","06:30","Overcast","OVC","Rain","RA","Very light snowfall","S-1","","","","T","","","T","","0.0","NC","46","1","0.0","-0.5","-1.0","2.5","4.0","-8.5","","","","CW","","","2019-12-27 07:23:59","2019-12-27 07:23:59","fongemie","","0","216.107.219.202","4305","sh5c8"
"2019-12-28","06:25","Overcast","OVC","Snow","SN","Very light snowfall","S-1","Graupel","gp","1-1.5","T","","","4.4","","","NC","41","5","-2.0","0.0","0.0","-3.0","6.0","-4.0","","","","CW","","","2019-12-28 07:38:26","2019-12-28 07:38:26","fongemie","","0","216.107.219.202","4306","47o3b"
"2019-12-29","06:25","Clear","CLR","No precipitation","NO","","","","","","T","","","T","","","1","41","0","-8.0","-6.0","-1.5","-8.0","-2.0","-8.0","","","","CW","","","2019-12-29 07:28:03","2019-12-29 07:28:03","fongemie","","0","216.107.219.202","4307","nself"
"2019-12-30","06:25","Overcast","OVC","Snow","SN","Light snowfall","S1","Stellars and dendrites","sd","2-3","7","7.0","","7.6","","","NC","49","","-7.0","-4.0","-2.5","-8.0","-3.5","-9.0","","","","CW","","","2019-12-30 07:27:59","2019-12-30 07:27:59","fongemie","","0","216.107.219.202","4308","p2h3v"
"2020-01-09","06:25","Clear","CLR","No precipitation","NO","","","","","","10","6.0","9.5","","","63","14","86","","-13.5","-12.5","-10.0","-13.0","-5.0","-17.5","","","","CW","","","2020-01-09 07:39:55","2020-01-09 07:40:23","fongemie","","0","216.107.219.202","4309","y38iu"
"2020-01-10","06:25","Overcast","OVC","No precipitation","NO","","","","","","0","","","","","","0","82","4","-1.0","-5.0","-6.0","1.0","1.5","-14.5","","","","CW","","","2020-01-10 07:30:55","2020-01-10 07:30:55","fongemie","","0","216.107.219.202","4310","gdkt9"
"2020-01-11","05:30","Overcast","OVC","No precipitation","NO","","","","","","0","","","5.2","0","0.0","o","77","5","0.0","0.0","-1.5","4.0","6.0","-0.5","","","","CW","data input by FC","fcarus","2020-01-11 07:45:42","2020-01-11 07:45:42","fcarus","fcarus","0","71.161.64.227","4311","htgee"
"2020-01-12","05:25","Overcast","OVC","Rain","RA","Moderate Rain","RM","","","","0","","","13.8","","","0","60","17","0.5","0.0","0.0","6.0","8.5","3.0","","","","CW","","","2020-01-12 06:04:33","2020-01-12 06:04:33","fongemie","","0","216.107.219.202","4312","241pp"
"2020-01-13","05:25","Broken","BKN","No precipitation","NO","","","","","","T","","","23.4","","","T","57","3","-8.0","-5.0","-2.5","-9.5","7.5","-11.0","","","","CW","","","2020-01-14 06:11:48","2020-01-14 06:11:48","fongemie","","0","216.107.219.202","4313","rexfm"
"2020-01-14","05:25","Broken","BKN","Snow","SN","Very light snowfall","S-1","Graupel","gp","0.5","1","","","0.8","","","NC","57","0","-5.0","-4.0","-2.5","-5.0","1.0","-8.0","","","","CW","","","2020-01-14 06:13:27","2020-01-14 06:13:27","fongemie","","0","216.107.219.202","4314","wb0me"
"2020-01-15","05:25","Overcast","OVC","Snow","SN","Light snowfall","S1","Needles","nd","1-2","3","4.0","","3.4","","","NC","60","0","-3.5","-2.5","-2.0","-3.0","-1.5","-7.0","","","","CW","Also 0.5 mm GP","","2020-01-15 06:12:40","2020-01-15 06:12:40","fongemie","","0","216.107.219.202","4315","fpe7l"
"2020-01-16","05:25","Overcast","OVC","Snow","SN","Light snowfall","S1","Stellars and dendrites","sd","1-1.5","3","2.5","","3.4","","","NC","62","1","-5.0","-4.0","-3.0","-5.5","-2.0","-6.0","","","","CW","","","2020-01-16 06:11:31","2020-01-16 06:11:31","fongemie","","0","72.45.182.30","4316","kqzgm"
"2020-01-17","06:25","Clear","CLR","No precipitation","NO","","","","","","15","11.0","","10.4","","","19","79","","-18.0","-13.0","-9.5","-16.0","-3.0","-18.0","","","","CW","","","2020-01-17 06:32:45","2020-01-17 06:32:45","fongemie","","0","72.45.182.30","4317","s5q1e"
"2020-01-18","05:25","Overcast","OVC","No precipitation","NO","","","","","","0","","","0","","","0","75","4","-15.0","-14.0","-12.0","-16.0","-3.5","-19.5","","","","CW","","","2020-01-18 06:11:14","2020-01-18 06:11:14","fongemie","","0","72.45.182.30","4318","us7fw"
"2020-01-19","05:35","Overcast","OVC","Snow","SN","Moderate snowfall","S2","Stellars and dendrites","sd","2","13","12.0","","8.4","","","NC","86","2","-5.0","-7.0","-8.0","-5.0","-4.0","-16.5","","","","CW","","","2020-01-19 06:27:34","2020-01-19 06:27:34","fongemie","","0","216.107.219.202","4319","euat2"
"2020-01-20","05:30","Clear","CLR","No precipitation","NO","","","","","","2","2.5","","2.0","","","11","85","3","-13.0","-12.0","-9.0","-12.0","-4.0","-17.0","","","","CW","","","2020-01-20 06:07:25","2020-01-20 06:07:25","fongemie","","0","216.107.219.202","4320","26z0g"
"2020-01-21","05:30","Clear","CLR","No precipitation","NO","","","","","","0","","","0.0","","","0","84","1","-18.0","-14.0","-12.0","-18.0","-8.5","-19.0","","","","CW","","","2020-01-21 06:13:12","2020-01-21 06:13:12","fongemie","","0","216.107.219.202","4321","23fle"
"2020-01-22","05:35","Clear","CLR","No precipitation","NO","","","","","","T","","","0.0","","","T","81","3","-13.0","-10.0","-9.0","-12.0","-7.5","-18.0","","","","CW","","","2020-01-22 06:07:52","2020-01-22 06:07:52","fongemie","","0","216.107.219.202","4322","hjh5b"
"2020-01-23","05:30","Clear","CLR","No precipitation","NO","","","","","","0","","","0.0","","","0","79","2","-2.0","-5.0","-5.0","1.0","2.0","-13.0","","","","CW","","","2020-01-23 06:06:40","2020-01-23 06:06:40","fongemie","","0","216.107.219.202","4323","eice7"
"2020-01-24","05:30","Clear","CLR","No precipitation","NO","","","","","","0","","","0.0","","","0","78","1","-4.0","-4.0","-4.0","-3.0","5.0","-4.0","","","","CW","","","2020-01-24 06:08:19","2020-01-24 06:08:19","fongemie","","0","174.242.79.1","4324","znurd"
"2020-01-25","05:30","Clear","CLR","No precipitation","NO","","","","","","T","","","0","","","T","77","1","-6.0","-5.0","-4.0","-6.0","1.0","-6.5","","","","CW","","","2020-01-25 06:15:55","2020-01-25 06:15:55","fongemie","","0","216.107.219.202","4325","45oc1"
"2020-01-26","06:12","Overcast","OVC","Rain","RA","Very light rain","RV","","","","10","24.4","","25.2","","","NC","86","1","0.0","-2.0","-2.0","0.5","1.0","-6.5","","","","CW","unsure what to call precip type","","2020-01-27 06:09:54","2020-01-27 06:09:54","fongemie","","0","216.107.219.202","4326","zdu7z"
"2020-01-27","05:30","Overcast","OVC","Snow","SN","Light snowfall","S1","Stellars and dendrites","sd","1","2","2.6","","0.6","","","NC","87","1","-4.0","-3.0","-3.0","-4.0","1.0","-5.0","","","","CW","Also  IR 1-1.5 mm and PL 2-3 mm","","2020-01-27 06:12:02","2020-01-27 06:12:02","fongemie","","0","72.45.182.30","4327","q51xw"
"2020-01-28","05:30","Scattered","SCT","Snow","SN","Very light snowfall","S-1","Irregular crystals","ir","0.5","4","6.1","","5.2","","","NC","89","2","-7.0","-5.0","-4.0","-7.5","-1.5","-8.0","","","","CW","","","2020-01-28 06:10:10","2020-01-28 06:10:10","fongemie","","0","216.107.219.202","4328","7lx38"
"2020-01-31","05:30","Clear","CLR","No precipitation","NO","","","","","","0","","","0","","","0","87","0","-9.0","-8.0","-7.0","-7.5","-2.0","-14.0","","","","CW","","","2020-01-31 06:11:06","2020-01-31 06:11:06","fongemie","","0","216.107.219.202","4329","opbv4"
"2020-02-01","05:30","Broken","BKN","Snow","SN","Very light snowfall","S-1","Stellars and dendrites","sd","2","T","","","T","","","NC","86","1","-5.0","-5.0","-5.0","-5.0","0.0","-8.5","","","","CW","","","2020-02-01 06:06:30","2020-02-01 06:06:30","fongemie","","0","216.107.219.202","4330","o7ojp"
"2020-02-02","05:30","Broken","BKN","No precipitation","NO","","","","","","T","","","T","","","T","86","0","-7.0","-5.0","-4.0","-7.0","-1.0","-7.5","","","","CW","","","2020-02-02 06:04:59","2020-02-02 06:04:59","fongemie","","0","216.107.219.202","4331","jq2x5"
"2020-02-03","05:10","Broken","BKN","Snow","SN","Very light snowfall","S-1","Stellars and dendrites","sd","0.5","T","","","0.2","","","NC","87","","-6.0","-6.0","-5.0","-7.0","-4.5","-9.0","","","","CW","","","2020-02-03 06:04:40","2020-02-03 06:04:40","fongemie","","0","216.107.219.202","4332","yvs3d"
"2020-02-04","05:30","Clear","CLR","No precipitation","NO","","","","","","T","","","0.4","","","T","87","","-6.0","-6.0","-4.0","-5.5","-3.5","-8.5","","","","CW","*24h board and Storm board both heavily wind-affected","","2020-02-04 06:12:19","2020-02-04 06:12:19","fongemie","","0","216.107.219.202","4333","fc1iq"
"2020-02-05","05:30","Clear","CLR","No precipitation","NO","","","","","","T","","","0.2","","","T","87","","-8.0","-6.0","-4.0","-8.0","1.5","-8.0","","","","CW","24h board and Storm board = 1mm of ice","","2020-02-05 06:35:01","2020-02-05 06:35:01","fongemie","","0","216.107.219.202","4334","hy13g"
"2020-02-06","05:30","Overcast","OVC","Snow","SN","Light snowfall","S1","Ice pellets","ip","0.5-1.0","5","3.8","5.0","2.6","","8","NC","89","","-8.0","-8.0","-7.0","-9.0","-5.5","-13.0","","","","CW","","","2020-02-06 06:15:12","2020-02-06 06:15:12","fongemie","","0","216.107.219.202","4335","w13ox"
"2020-02-07","05:30","Overcast","OVC","Mixed rain and snow","RS","Light rain","RL","Irregular crystals","ir","0.5","3","6.2","3.0","5.2","","21","NC","92","","-2.0","-4.0","-4.0","-3.0","-1.0","-9.0","","","","CW","","","2020-02-07 06:04:54","2020-02-07 06:04:54","fongemie","","0","216.107.219.202","4336","wggjl"
"2020-02-08","05:30","Broken","BKN","Snow","SN","Very light snowfall","S-1","Irregular crystals","ir","0.5","11","16.6","","22.2","","","NC","100","3","-15.0","-11.0","-8.0","-15.0","-1.5","-16.5","","","","CW","0.5 cm of ice on the HN24 board that wasn't captured in the HN24W measurement","","2020-02-09 06:03:43","2020-02-09 06:03:43","fongemie","","0","216.107.219.202","4337","cidp7"
"2020-02-09","05:30","Clear","CLR","No precipitation","NO","","","","","","0","","","T","","","11","101","","-20.0","-15.0","-10.0","-19.0","-1.5","-20.0","","","","CW","","","2020-02-09 06:05:15","2020-02-09 06:05:15","fongemie","","0","216.107.219.202","4338","k2eh0"
"2020-02-10","05:30","Overcast","OVC","Snow","SN","Moderate snowfall","S2","Graupel","gp","1-2","6","3.8","","2.8","","","NC","106","1","-4.0","-6.0","-7.0","-4.5","-2.0","-19.5","","","","CW","","","2020-02-10 06:07:51","2020-02-10 06:07:51","fongemie","","0","72.45.182.30","4339","7chae"
"2020-02-11","05:30","Clear","CLR","No precipitation","NO","","","","","","8","11.5","","10.4","","","13","110","4","-8.0","-7.0","-7.0","-7.5","-1.0","-8.5","","","","CW","","","2020-02-11 06:17:37","2020-02-11 06:17:37","fongemie","","0","216.107.219.202","4340","3qhxa"
"2020-02-12","05:35","Overcast","OVC","Snow","SN","Light snowfall","S1","Stellars and dendrites","sd","2-3","4","2.6","","1.8","","","NC","114","0","-7.0","-6.0","-5.0","-8.5","0.5","8.5","","","","CW","Moved thermometers up about 2 feet yesterday.","","2020-02-12 06:09:31","2020-02-12 06:09:31","fongemie","","0","216.107.219.202","4341","1txec"
"2020-02-13","05:25","Overcast","OVC","Mixed rain and snow","RS","Very light snowfall","S-1","Needles","nd","1.5","1","","","1.2","","","NC","114","1","-5.0","-5.0","-5.0","-5.0","-2.0","-8.5","","","","CW","Observed freezing rain and some snow. More freezing rain than snow.","","2020-02-13 06:05:32","2020-02-13 06:05:32","fongemie","","0","216.107.219.202","4342","t6npz"
"2020-02-14","05:30","Clear","CLR","No precipitation","NO","","","","","","5","3.9","","1.4","","","8","116","3","-16.0","-9.0","-7.0","-16.0","-2.0","-16.5","","","","CW","","","2020-02-14 06:06:15","2020-02-14 06:06:15","fongemie","","0","216.107.219.202","4343","m9zhq"
